Mánuður,Vísitala,Launþegahópur,Eining,gildi
2016M03,Launavísitala,Alls,Vísitölugildi,84.8
2016M03,Launavísitala,Alls,"Mánaðarbreyting, %",0.9
2016M03,Launavísitala,Alls,"Ársbreyting, %",13.3
2016M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,85.3
2016M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",1.4
2016M03,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",13.9
2016M03,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,82.8
2016M03,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2016M03,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.8
2016M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,82.7
2016M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2016M03,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12.4
2016M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,83
2016M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M03,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11
2016M03,Vísitala grunnlauna,Alls,Vísitölugildi,84.7
2016M03,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",1.2
2016M03,Vísitala grunnlauna,Alls,"Ársbreyting, %",12.3
2016M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,85.4
2016M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",1.5
2016M03,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",13.6
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,83.1
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",8.6
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,83
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",9.9
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,83.2
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M03,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.1
2016M04,Launavísitala,Alls,Vísitölugildi,85
2016M04,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2016M04,Launavísitala,Alls,"Ársbreyting, %",13.4
2016M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,85.9
2016M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.8
2016M04,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",14.4
2016M04,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,83.1
2016M04,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2016M04,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",12.1
2016M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,82.9
2016M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2016M04,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12.5
2016M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,83.5
2016M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.6
2016M04,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.5
2016M04,Vísitala grunnlauna,Alls,Vísitölugildi,85.3
2016M04,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.7
2016M04,Vísitala grunnlauna,Alls,"Ársbreyting, %",12.8
2016M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.1
2016M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.8
2016M04,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",14
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,83.5
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.5
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",9.1
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,83.1
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,83.9
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.9
2016M04,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",7.9
2016M05,Launavísitala,Alls,Vísitölugildi,85.4
2016M05,Launavísitala,Alls,"Mánaðarbreyting, %",0.5
2016M05,Launavísitala,Alls,"Ársbreyting, %",13.3
2016M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.3
2016M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2016M05,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",14.5
2016M05,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,83.2
2016M05,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2016M05,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.1
2016M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,83
2016M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2016M05,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12.4
2016M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,83.6
2016M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M05,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",9.5
2016M05,Vísitala grunnlauna,Alls,Vísitölugildi,85.7
2016M05,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.4
2016M05,Vísitala grunnlauna,Alls,"Ársbreyting, %",13
2016M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.5
2016M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2016M05,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",14.3
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,83.6
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",9.2
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,83.3
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.1
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,84.1
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2016M05,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",8.2
2016M06,Launavísitala,Alls,Vísitölugildi,86.7
2016M06,Launavísitala,Alls,"Mánaðarbreyting, %",1.5
2016M06,Launavísitala,Alls,"Ársbreyting, %",12.5
2016M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.6
2016M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2016M06,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",11.8
2016M06,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,87.1
2016M06,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",4.6
2016M06,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",15.5
2016M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,87.3
2016M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",5.2
2016M06,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",17
2016M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,86.9
2016M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",3.9
2016M06,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.7
2016M06,Vísitala grunnlauna,Alls,Vísitölugildi,86.9
2016M06,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",1.4
2016M06,Vísitala grunnlauna,Alls,"Ársbreyting, %",12.1
2016M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.8
2016M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.4
2016M06,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",11.4
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,87.4
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",4.5
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",13.8
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,87.4
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",4.9
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",14.9
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.5
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",4.1
2016M06,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.5
2016M07,Launavísitala,Alls,Vísitölugildi,86.8
2016M07,Launavísitala,Alls,"Mánaðarbreyting, %",0.1
2016M07,Launavísitala,Alls,"Ársbreyting, %",11.3
2016M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.5
2016M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",-0.2
2016M07,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10
2016M07,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,87.4
2016M07,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2016M07,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",15.2
2016M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,87.7
2016M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2016M07,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",16.8
2016M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87
2016M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M07,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",13.2
2016M07,Vísitala grunnlauna,Alls,Vísitölugildi,87.1
2016M07,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.2
2016M07,Vísitala grunnlauna,Alls,"Ársbreyting, %",11.2
2016M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87
2016M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2016M07,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.2
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,87.8
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",13.9
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,87.9
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.6
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",15.4
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.7
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2016M07,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12
2016M08,Launavísitala,Alls,Vísitölugildi,87
2016M08,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2016M08,Launavísitala,Alls,"Ársbreyting, %",11.2
2016M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,86.9
2016M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.5
2016M08,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",10.4
2016M08,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,87.4
2016M08,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2016M08,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",13.5
2016M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,87.7
2016M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0
2016M08,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",14
2016M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.1
2016M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M08,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.9
2016M08,Vísitala grunnlauna,Alls,Vísitölugildi,87.3
2016M08,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.1
2016M08,Vísitala grunnlauna,Alls,"Ársbreyting, %",10.6
2016M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.1
2016M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.1
2016M08,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.9
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,87.9
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.4
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12.8
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.8
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M08,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.9
2016M09,Launavísitala,Alls,Vísitölugildi,87.5
2016M09,Launavísitala,Alls,"Mánaðarbreyting, %",0.6
2016M09,Launavísitala,Alls,"Ársbreyting, %",10.5
2016M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.5
2016M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.7
2016M09,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.8
2016M09,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,87.7
2016M09,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.4
2016M09,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",13
2016M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88.1
2016M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.4
2016M09,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13
2016M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.3
2016M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.3
2016M09,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.9
2016M09,Vísitala grunnlauna,Alls,Vísitölugildi,87.5
2016M09,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2016M09,Vísitala grunnlauna,Alls,"Ársbreyting, %",10.3
2016M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.4
2016M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2016M09,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.7
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,88.1
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.2
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",11.9
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88.2
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.3
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",11.9
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.9
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2016M09,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.8
2016M10,Launavísitala,Alls,Vísitölugildi,87.7
2016M10,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2016M10,Launavísitala,Alls,"Ársbreyting, %",10.4
2016M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.6
2016M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.2
2016M10,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.4
2016M10,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,88
2016M10,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2016M10,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",13.1
2016M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88.5
2016M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.5
2016M10,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",13.5
2016M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.4
2016M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M10,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.7
2016M10,Vísitala grunnlauna,Alls,Vísitölugildi,87.7
2016M10,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2016M10,Vísitala grunnlauna,Alls,"Ársbreyting, %",10.1
2016M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.6
2016M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2016M10,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.4
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,88.2
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",12.1
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88.4
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.2
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",12.2
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,88
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.1
2016M10,Vísitala grunnlauna,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",11.8
2016M11,Launavísitala,Alls,Vísitölugildi,88
2016M11,Launavísitala,Alls,"Mánaðarbreyting, %",0.3
2016M11,Launavísitala,Alls,"Ársbreyting, %",9.7
2016M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.9
2016M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2016M11,Launavísitala,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.2
2016M11,Launavísitala,Opinberir starfsmenn - alls,Vísitölugildi,88.1
2016M11,Launavísitala,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.1
2016M11,Launavísitala,Opinberir starfsmenn - alls,"Ársbreyting, %",11.2
2016M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,Vísitölugildi,88.6
2016M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Mánaðarbreyting, %",0.1
2016M11,Launavísitala,Opinberir starfsmenn - ríkisstarfsmenn,"Ársbreyting, %",10.2
2016M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,Vísitölugildi,87.6
2016M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Mánaðarbreyting, %",0.2
2016M11,Launavísitala,Opinberir starfsmenn - starfsmenn sveitarfélaga,"Ársbreyting, %",12.4
2016M11,Vísitala grunnlauna,Alls,Vísitölugildi,88
2016M11,Vísitala grunnlauna,Alls,"Mánaðarbreyting, %",0.3
2016M11,Vísitala grunnlauna,Alls,"Ársbreyting, %",9.7
2016M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,Vísitölugildi,87.9
2016M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Mánaðarbreyting, %",0.3
2016M11,Vísitala grunnlauna,Starfsmenn á almennum vinnumarkaði,"Ársbreyting, %",9.2
2016M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,Vísitölugildi,88.4
2016M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Mánaðarbreyting, %",0.3
2016M11,Vísitala grunnlauna,Opinberir starfsmenn - alls,"Ársbreyting, %",10.9
