heimild,heimild_heiti,skjal,adili_1,adili_2,rakning,samningur_fra,samningur_til,gildir_fra,tegund,prosenta,kronur,a_vid,artal_stada,tilvitnun
vr,VR,vr/kjarasamningur_sa_januar_2014_med_breytingum_september.pdf,milli VR,Samtaka atvinnulífsins,aðilar úr skjali,2014-01-01,2015-02-28,2014-01-01,prósenta,2.8,,kauptaxtar,úr texta,"ttöku og apótekum vísast til viðkomandi samninga. 1.2. Launamyndun 1.2.1. Hækkun launa Kauptaxtar Í stað áðurgildandi launataxta koma nýir sem eru hluti samnings þessa. Launataxtar gilda frá 1. janúar 2014. Hækkun mánaðarlauna 1.1. 2014 2,80%. Þó að lágmarki kr. 8.00 á mánuði fyrir dagvinnu miðað við fullt starf. Launataxtar sem eru lægri en 230.000 – kr. hækka sérstaklega um 1.750 kr. Aðrir kjara"
vr,VR,vr/kjarasamningur_vr_fa_2014.pdf,VR/LÍV,Félags atvinnurekenda,aðilar úr skjali,,,2014-01-01,prósenta með krónutölulágmarki,2.8,8000,kauptaxtar,úr texta,"i eru en 16 ára skulu eigi taka lægri laun en 75% af lágmarkslaunum. Laun ungmenna skulu miðast við áramót þess árs, sem þau ná tilskyldum aldri. 1.2 Hækkun launa 1.2.1. Almenn launahækkun Þann 1. janúar 2014 skulu laun og kauptaxtar hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. Aðrir kjaratengdir liðir hækka um 2,8% á sama tíma. Sérstök hækkun kauptaxta, 2"
vr,VR,vr/kjarasamningur_vr_fa_2014.pdf,VR/LÍV,Félags atvinnurekenda,aðilar úr skjali,,,2014-01-01,krónutala,,1750,kauptaxtar,úr texta,"r hækka um 2,8%, þó að lágmarki kr. 8.000 á mánuði fyrir dagvinnu miðað við fullt starf. Aðrir kjaratengdir liðir hækka um 2,8% á sama tíma. Sérstök hækkun kauptaxta, 230.000,- kr. og lægri Kauptaxtar sem eru lægri en 230.000,- kr. hækka sérstaklega um kr. 1.750. Kauptaxtar gilda frá 1. janúar 2014. 1.3. Laun a. Vinnuveitandi og starfsmaður semja milliliðalaust sín á milli í hverju tilfelli fyrir "
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-02-01,krónutala,,1750,almenn laun,úr texta,"tarf og sérstaka 3 Fern heildarsamtök og þrenn samtök vinnuveitenda Kjarasamningar ASÍ og SA Dagsetning Hækkun Skýring 1. jan. 2014 2,8%, að lágmarki 8 þús .kr. Almenn launahækk un. 1. jan. 2014 1.750 kr . Hækkun launa taxta undir 230 þús.kr. 1. feb. 2014 14,6 þús.k r. Eingr eiðsla m.v. fullt starf, félög sem felldu desember samninginn. 17 hækkun um 1.750 kr. á m"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-02-01,prósenta,2.8,,launatafla,úr texta,"um frekari almennar launahækkanir en í samningnum felst skuli sérstök nefnd fjalla um hvernig sambærilegar breytingar gildi um samninginn. Kjarasamningar BHM og ríkisins Dagsetning Hækkun Skýring 1. feb. 2014 2,8% Almenn launahækk un. 1. feb. 2014 0,8% Ný launa tafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur rík"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-02-01,prósenta,0.8,,launatafla,úr texta,"samningnum felst skuli sérstök nefnd fjalla um hvernig sambærilegar breytingar gildi um samninginn. Kjarasamningar BHM og ríkisins Dagsetning Hækkun Skýring 1. feb. 2014 2,8% Almenn launahækk un. 1. feb. 2014 0,8% Ný launa tafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkisins og KÍ vegna framhaldskólakennara Dagsetning Hækkun Skýring 1. mars 2014 2,8% Almenn h"
framsyn,Framsýn stéttarfélag,framsyn/SGS_taxtar_sa_1_feb_2014.pdf,"um veitinga-, þjónustu",greiðasölustaði og hliðstæða starfsemi. ...................... 13,aðilar úr skjali,,,2014-02-01,prósenta og krónutala,2.8,8000,kauptaxtar,úr texta,"nnupláss ............................................................................................................. 14 3 Launahækkanir á samningstímanum: Hækkun útgefna launataxta: Hinn 1. Febrúar 2014 kr. 8.000 Almenn hækkun fyrir utan launataxta: 2,8% • Kauptaxtar sem eru kr. 230.000 og lægri hækka sér staklega og nemur hækkunin tæplega 5%. Dæmi: Launaflokkur 1, byrjunarlaun, hækkar um kr. 9."
sa,Samtök atvinnulífsins,sa/kjoelfar_loka.pdf,,,aðeins heimild,,,2014-02-01,prósenta,3.2,,kauptaxtar,úr texta,"kkun Skýring 1. maí 2015 25 þús.kr. hækkun launataxta. Launaþróunartrygging 3,2%-7,2% Almenn hækkun launataxta 7,2% launaþróunartrygging á laun 300 þús.kr. eða lægri. Fer stiglækkandi, þó ekki lægri en 3,2% á laun 750 þús. kr og hærri. Frá grunnhækkun dregst önnur hækkun launa eftir 1. febrúar 2014. 1. maí 2016 5,5% launaþróunartrygging, að lágmarki 15 þús.kr. 5,5% launaþróunartrygging að lámarki "
sa,Samtök atvinnulífsins,sa/kjoelfar_loka.pdf,,,aðeins heimild,,,2014-02-01,prósenta,5.5,,kauptaxtar,úr texta,"taxtar hækka um 25.000. 7,2% launaþróunartrygging á laun 300 þús kr. eða lægri. Fer stiglækkandi, þó ekki lægri en 3,2% á laun 750 þús. kr og hærri. Frá grunnhækkun dregst önnur hækkun launa eftir 1. febrúar 2014. 2016 Maí Laun hækka almennt samkvæmt 5,5% launaþróunartrygging, að lámarki 15 þús. kr. að frádreginni annarri hækkun á tímabilinu 2.maí 2015-30.apríl 2016. 2017 Maí Launataxtar hækka um "
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-02-01,prósenta,2.8,,launatafla,úr texta,"um frekari almennar launahækkanir en í samningnum felst skuli sérstök nefnd fjalla um hvernig sambærilegar breytingar gildi um samninginn. Kjarasamningar BHM og ríkisins Dagsetning Hækkun Skýring 1. feb. 2014 2,8% Almenn launahækkun. 1. feb. 2014 0,8% Ný launatafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkis"
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-02-01,prósenta,0.8,,launatafla,úr texta,"í samningnum felst skuli sérstök nefnd fjalla um hvernig sambærilegar breytingar gildi um samninginn. Kjarasamningar BHM og ríkisins Dagsetning Hækkun Skýring 1. feb. 2014 2,8% Almenn launahækkun. 1. feb. 2014 0,8% Ný launatafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkisins og KÍ vegna framhaldskólakennara Dagsetning Hækkun Skýring 1. mars 2014 2,8% Almenn h"
vm,VM - Félag vélstjóra og málmtæknimanna,vm/Heildartexti_VM-og-kaupskip-yfirlesid-af-vm-25.9.2024.pdf,Samtaka atvinnulífsins,VM félags vélstjóra og málmtæknimanna,aðilar úr skjali,2011-06-01,2014-01-31,2014-02-01,prósenta eða krónutala,3.25,23750,launatafla,leiðrétt,"ð hefur. 1.3. Launabreytingar 1.3.1. Laun taka hlutfallshækkun, með krónutöluhækkun að lágmarki , nema annað leiði af launatöflum. Með mánaðarlaunum er átt við föst mánaðarlaun fyrir dagvinnu. 1. febrúar 2024 3,25% eða 23.750 kr. 1. janúar 2025 3,50% eða 23.750 kr. 1. janúar 2026 3,50% eða 23.750 kr. 1. janúar 2027 3,50% eða 23.750 kr."
framsyn,Framsýn stéttarfélag,framsyn/2017-Hvalursamningur_1.-maí.pdf,"SGS og SA um veitinga-, gisti, þjónustu",greiðasölustaða og hliðstæðrar starfssemi). Kjör starfsmanna mega,aðilar úr skjali,,,2014-02-21,krónutala,,9750,almenn laun,úr texta,"valaskoðunarbátum Samkomulag aðila frá 9. ágúst 2013 mun einnig gilda árið 2014 með þeim breytingum á launum sem kveðið er á um í kjarasamningi aðila. Mánaðarlaun almennra starfsmanna hækka þannig um kr. 9.750,- og aðrir kaupliðir til samræmis við þann samning. Reykjavík 21. febrúar 2014 Fh. Framsýnar, stéttarfélags Fh. Samtaka atvinnulífsins Uppfært: Framsýn, stéttarfélag Sa"
framsyn,Framsýn stéttarfélag,framsyn/2018-Hvalursamningur_1.-maí.pdf,"SGS og SA um veitinga-, gisti, þjónustu",greiðasölustaða og hliðstæðrar starfssemi). Kjör starfsmanna mega,aðilar úr skjali,,,2014-02-21,krónutala,,9750,almenn laun,úr texta,"valaskoðunarbátum Samkomulag aðila frá 9. ágúst 2013 mun einnig gilda árið 2014 með þeim breytingum á launum sem kveðið er á um í kjarasamningi aðila. Mánaðarlaun almennra starfsmanna hækka þannig um kr. 9.750,- og aðrir kaupliðir til samræmis við þann samning. Reykjavík 21. febrúar 2014 Fh. Framsýnar, stéttarfélags Fh. Samtaka atvinnulífsins Uppfært: Framsýn, stéttarfélag Sa"
framsyn,Framsýn stéttarfélag,framsyn/2019-Hvalursamningur_1.-april.pdf,"SGS og SA um veitinga-, gisti, þjónustu",greiðasölustaða og hliðstæðrar starfssemi). Kjör starfsmanna mega,aðilar úr skjali,,,2014-02-21,krónutala,,9750,almenn laun,úr texta,"valaskoðunarbátum Samkomulag aðila frá 9. ágúst 2013 mun einnig gilda árið 2014 með þeim breytingum á launum sem kveðið er á um í kjarasamningi aðila. Mánaðarlaun almennra starfsmanna hækka þannig um kr. 9.750,- og aðrir kaupliðir til samræmis við þann samning. Reykjavík 21. febrúar 2014 Fh. Framsýnar, stéttarfélags Fh. Samtaka atvinnulífsins Uppfært: Framsýn, stéttarfélag Sa"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-03-01,prósenta,2.8,,launatafla,úr texta,"r. 9.750. Jafnframt var tengitöflu breytt 1. maí 2014 og bil á milli launaflokka samræmd 1. janúar 2015. Kjarasamningar Reykjavíkurborgar og Kjarasamningar ASÍ og ríkisins Dagsetning Hækkun Skýring 1. mars 2014 2,8%, að lágmarki 8 þús .kr. Almenn launahækk un. 14,6 þús.kr. Eingr eiðsla m.v. fullt starf. 1. mars 2014 1.750 kr . Hækkun launa taxta undir 230 þús.kr. 1. apríl 2015 20 þús.k r. Eingr ei"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-03-01,krónutala,,1750,almenn laun,úr texta,"ningar Reykjavíkurborgar og Kjarasamningar ASÍ og ríkisins Dagsetning Hækkun Skýring 1. mars 2014 2,8%, að lágmarki 8 þús .kr. Almenn launahækk un. 14,6 þús.kr. Eingr eiðsla m.v. fullt starf. 1. mars 2014 1.750 kr . Hækkun launa taxta undir 230 þús.kr. 1. apríl 2015 20 þús.k r. Eingr eiðsla m.v. fullt starf. Kjarasamningar sveitarfélaga og ASÍ og BSRB (starfsmatshópar)"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-03-01,prósenta,8.5,,almenn laun,úr texta,"nnan BHM byggja á starfsmati og leiða til niðurstöðu sem er nokkuð frábrugðin samningum Sambands sveitarfélaga og aðildar - félaga BHM. Kjarasamningar sveitarfélaga og BHM Dagsetning Hækkun Skýring 1. mars 2014 8,5% Almenn launahækk un. Kjarasamningar BSRB og ríkisins Dagsetning Hækkun Skýring 1. mars 2014 2,8%, lágmark 8 þús.k r. Almenn launahækk un. 1. mars 2014 1.750 kr . Hækkun launa taxta und"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-03-01,prósenta,4.0,,launatafla,úr texta,"ý launa tafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkisins og KÍ vegna framhaldskólakennara Dagsetning Hækkun Skýring 1. mars 2014 2,8% Almenn hækk un. 1. mars 2014 4% Vegna tilt ekinna breytinga í samningnum. 1. ágúst 2014 5% Vegna tilt ekinna breytinga í samningnum. 1. janúar 2015 2% Almenn hækk un. Febrúar 2015 Atkv æðagre"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-03-01,prósenta,3.5,,óskilgreint,úr texta,"r skýrari. Meðalhækkun hreins tímakaups þessa hóps er 6,2% samanborið við 3,7% hækkun reglulega tímakaupsins. Samningar BSRB félaga við sveitarfélögin frá 2011 giltu til loka september 2014, samn- ingur við Reykjavíkurborg þó til loka apríl. Samkvæmt samningunum hækkuðu laun um 3,5% frá 1. mars 2014 og kemur sú hækkun þannig fram í greiningu launabreytinga í mynd 28 og bætist við launahækkanir skv"
ki,Kennarasamband Íslands,ki/ff_fjolmennt_kjarasamningur_280514_i_gildi_010314til311016.pdf,Fjölmenntar ses,Kennarasambands Íslands,aðilar úr skjali,,,2014-03-01,prósenta,2.4,,launatafla,úr texta,"um starfsmanna skv. lögum og reglum um störf trúnaðarmanna. Grein 11 Launahækkanir Launahækkanir ve rða með eftirf arandi hæ tti, sjá yfirlit í fylgiskjali IV og launatöflu í fylgiskjali V. 1. mars 2014 2,4% hækkun og miðlægt launaþrep fellur brott, sbr. gr. 13. Meðaltalshækkun vegna þessarar breytingar er 0,3%. Enginn lækkar í launum vegna þessa. 1. mars 2014 8,0% almenn launahækkun og vegna þeir"
ki,Kennarasamband Íslands,ki/ff_fjolmennt_kjarasamningur_280514_i_gildi_010314til311016.pdf,Fjölmenntar ses,Kennarasambands Íslands,aðilar úr skjali,,,2014-03-01,prósenta,8.0,,launatafla,úr texta,"V og launatöflu í fylgiskjali V. 1. mars 2014 2,4% hækkun og miðlægt launaþrep fellur brott, sbr. gr. 13. Meðaltalshækkun vegna þessarar breytingar er 0,3%. Enginn lækkar í launum vegna þessa. 1. mars 2014 8,0% almenn launahækkun og vegna þeirra breytinga er í samningi þessum felast. 1. ágúst 2014 5,0% vegna þeirra breytinga er í samningi þessum felast. 1. janúar 2015 2,0% almenn launahækkun. 1"
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-03-01,prósenta,8.5,,kauptaxtar,úr texta,"nnan BHM byggja á starfsmati og leiða til niðurstöðu sem er nokkuð frábrugðin samningum Sambands sveitarfélaga og aðildar - félaga BHM. Kjarasamningar sveitarfélaga og BHM Dagsetning Hækkun Skýring 1. mars 2014 8,5% Almenn launahækkun. Kjarasamningar BSRB og ríkisins Dagsetning Hækkun Skýring 1. mars 2014 2,8%, lágmark 8 þús.kr. Almenn launahækkun. 1. mars 2014 1.750 kr. Hækkun launataxta undir 23"
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-03-01,prósenta,2.8,,launatafla,úr texta,"enn launahækkun. 1. feb. 2014 0,8% Ný launatafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkisins og KÍ vegna framhaldskólakennara Dagsetning Hækkun Skýring 1. mars 2014 2,8% Almenn hækkun. 1. mars 2014 4% Vegna tiltekinna breytinga í samningnum. 1. ágúst 2014 5% Vegna tiltekinna breytinga í samningnum. 1."
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-03-01,prósenta,4.0,,launatafla,úr texta,"% Ný launatafla. Leiðrétting á ósamræmi í bilum á milli launaflokka og þrepa. Kjarasamningur ríkisins og KÍ vegna framhaldskólakennara Dagsetning Hækkun Skýring 1. mars 2014 2,8% Almenn hækkun. 1. mars 2014 4% Vegna tiltekinna breytinga í samningnum. 1. ágúst 2014 5% Vegna tiltekinna breytinga í samningnum. 1. janúar 2015 2% Almenn hækkun. Febrúar 2015 Atkvæðagreiðsl"
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-03-01,prósenta,3.5,,óskilgreint,úr texta,"r skýrari. Meðalhækkun hreins tímakaups þessa hóps er 6,2% samanborið við 3,7% hækkun reglulega tímakaupsins. Samningar BSRB félaga við sveitarfélögin frá 2011 giltu til loka september 2014, samn- ingur við Reykjavíkurborg þó til loka apríl. Samkvæmt samningunum hækkuðu laun um 3,5% frá 1. mars 2014 og kemur sú hækkun þannig fram í greiningu launabreytinga í mynd 28 og bætist við launahækkanir skv"
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-05-01,krónutala,,9750,launatafla,úr texta,"stéttarfélaga innan BSRB og ASÍ voru gerðir í júlí 2014. Gilda þeir frá 1. maí 2014 til 30. apríl 2015. Byggjast samningarnir á starfsmati, þar sem laun einstakra starfsmanna eru metin skv. ákveðnum viðmiðum, launahækkun er þó aldrei lægri en kr. 9.750. Jafnframt var tengitöflu breytt 1. maí 2014 og bil á milli launaflokka samræmd 1. janúar 2015. Kjarasamningar Reykjavíkurborgar og Kjarasamningar "
asi,Alþýðusamband Íslands,asi/i-addraganda-kjarasamninga-2015-compressed.pdf,,,aðeins heimild,,,2014-05-01,prósenta,6.0,,launatafla,úr texta,2014 1.750 kr . Hækkun launa taxta undir 230 þús.kr. 1. apríl 2015 20 þús.k r. Eingr eiðsla m.v. fullt starf. Kjarasamningar sveitarfélaga og ASÍ og BSRB (starfsmatshópar) Dagsetning Hækkun Skýring 1. maí 2014 6% Hækkun launa töflu og breyting á tengitöflu. 1. jan. 2015 2% Br eyting launatöflu. 18 Starfsmannafélags Reykjavíkurborgar og stéttarfélaga innan ASÍ fólu í sér minni
sa,Samtök atvinnulífsins,sa/samningar-2015-net.pdf,,,aðeins heimild,,,2014-05-01,krónutala,,9750,launatafla,úr texta,"stéttarfélaga innan BSRB og ASÍ voru gerðir í júlí 2014. Gilda þeir frá 1. maí 2014 til 30. apríl 2015. Byggjast samningarnir á starfsmati, þar sem laun einstakra starfsmanna eru metin skv. ákveðnum viðmiðum, launahækkun er þó aldrei lægri en kr. 9.750. Jafnframt var tengitöflu breytt 1. maí 2014 og bil á milli launaflokka samræmd 1. janúar 2015. Kjarasamningar Reykjavíkurborgar og Kjarasamningar "
afl,AFL Starfsgreinafélag,afl/Kjarasamningur_2015_SA_Samidn.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2015-05-01,2018-12-31,2014-05-02,prósenta með krónutölulágmarki,6.2,15000,almenn laun,ályktað (óvisst),"a rfsmanna sem framkvæmd hefur verið eftir 1. maí 2015 og fram til 21. janúar 2016, hafi launagreiðandi framkvæmt slíka hækkun launa gagnvart þorra starfsmanna. Þó skal enginn starfsmaður fá minna en 6,2% launahækkun, að lágmarki kr. 15.000 á mánaðarlaun fyr ir dagvinnu, á tímabilinu 2. maí til 31. desember 2015. † Launabreyting 1. maí 2016 var með samni"
framsyn,Framsýn stéttarfélag,framsyn/Kjarasamningur_2015_SA_og_Samiðn_-_lokaskjal_4.5.2016.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2015-05-01,2018-12-31,2014-05-02,prósenta með krónutölulágmarki,6.2,15000,almenn laun,ályktað (óvisst),"a rfsmanna sem framkvæmd hefur verið eftir 1. maí 2015 og fram til 21. janúar 2016, hafi launagreiðandi framkvæmt slíka hækkun launa gagnvart þorra starfsmanna. Þó skal enginn starfsmaður fá minna en 6,2% launahækkun, að lágmarki kr. 15.000 á mánaðarlaun fyr ir dagvinnu, á tímabilinu 2. maí til 31. desember 2015. † Launabreyting 1. maí 2016 var með samni"
sa,Samtök atvinnulífsins,sa/012d00dc-4418-48bf-9a54-3b92d7e9a329_Kjarasamningur SA og Rafiðnaðarsambands Íslands 15-18.pdf,Samtaka atvinnulífsins og Samtaka rafverktaka,Rafiðnaðarsambands Íslands vegna aðildarfélaga,aðilar úr skjali,2015-05-01,2018-12-31,2014-05-02,prósenta með krónutölulágmarki,6.2,15000,almenn laun,ályktað (óvisst),"starfsmanna sem framkvæmd hefur verið eftir 1. maí 2015 og fram til 21. janúar 2016, hafi launagreiðandi framkvæmt slíka hækkun launa gagnvart þorra starfsmanna. Þó skal enginn starfsmaður fá minna en 6,2% launahækkun, að lágmarki kr. 15.000 á mánaðarlaun fyrir dagvinnu, á tímabilinu 2. maí til 31. desember 2015. 1.2.3. Launabreytingar 1. maí 20173 Þann 1. maí 2017 hækka laun og launatengdir liðir"
sa,Samtök atvinnulífsins,sa/6a6029a1-e5f2-4d0b-8e3a-ed8a56889efb_Kjarasamningur SA og Félags hársnyrtisveina 15-18.pdf,Samtaka atvinnulífsins,Félags hársnyrtisveina,aðilar úr skjali,2015-05-01,2018-12-31,2014-05-02,prósenta með krónutölulágmarki,6.2,15000,almenn laun,ályktað (óvisst),"tarfsmanna sem framkvæmd hefur verið eftir 1. maí 2015 og fram til 21. janúar 2016, hafi launagreið andi framkvæmt slíka hækkun launa gagnvart þorra starfsmanna. Þó skal enginn starfsmaður fá minna en 6,2% launahækkun, að lágmarki kr. 15.000 á mánaðarlaun fyrir dagvinnu, á tímabilinu 2. maí til 31. desember 2015. 1.2.3. Launabreytingar 1. maí 2017* Þann 1. maí 2017 hækka laun og launatengdir liðir"
sa,Samtök atvinnulífsins,sa/762fc76c-9aed-4452-bfd5-503849cbc2ea_Kjarasamningur SA og Samiðnar vegna málmiðnaðar_ byggingariðnaðar og skrúðgarðyrkju 15-18.pdf,Samtaka atvinnulífsins,"Samiðnar - sambands iðnfélaga f.h. aðildarfélaga í málmiðnaði, byggingariðnaði og skrúðgarðyrkju",aðilar úr skjali,2015-05-01,2018-12-31,2014-05-02,prósenta með krónutölulágmarki,6.2,15000,almenn laun,ályktað (óvisst),"tarfsmanna sem framkvæmd hefur verið eftir 1. maí 2015 og fram til 21. janúar 2016, hafi launagreiðandi framkvæmt slíka hækkun launa gagnvart þorra starfsmanna. Þó skal en ginn starfsmaður fá minna en 6,2% launahækkun, að lágmarki kr. 15.000 á mánaðarlaun fyrir dagvinnu, á tímabilinu 2. maí til 31. desember 2015. 2 Launabreyting 1. maí 2016 var með samni"
