Mánuður,Vísitala,Liður,gildi
2011M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.9
2011M01,Vísitala neysluverðs,"Ársbreyting, %",1.8
2011M01,Vísitala neysluverðs án húsnæðis,Vísitala,346.1
2011M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.97
2011M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.4
2011M02,Vísitala neysluverðs,Vísitala,367.7
2011M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.18
2011M02,Vísitala neysluverðs,"Ársbreyting, %",1.9
2011M02,Vísitala neysluverðs án húsnæðis,Vísitala,350.1
2011M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.16
2011M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.2
2011M03,Vísitala neysluverðs,Vísitala,371.2
2011M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.95
2011M03,Vísitala neysluverðs,"Ársbreyting, %",2.3
2011M03,Vísitala neysluverðs án húsnæðis,Vísitala,353.9
2011M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.09
2011M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.3
2011M04,Vísitala neysluverðs,Vísitala,374.1
2011M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.78
2011M04,Vísitala neysluverðs,"Ársbreyting, %",2.8
2011M04,Vísitala neysluverðs án húsnæðis,Vísitala,356.2
2011M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.65
2011M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.7
2011M05,Vísitala neysluverðs,Vísitala,377.6
2011M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.94
2011M05,Vísitala neysluverðs,"Ársbreyting, %",3.4
2011M05,Vísitala neysluverðs án húsnæðis,Vísitala,358.8
2011M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.73
2011M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.1
2011M06,Vísitala neysluverðs,Vísitala,379.5
2011M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2011M06,Vísitala neysluverðs,"Ársbreyting, %",4.2
2011M06,Vísitala neysluverðs án húsnæðis,Vísitala,360.7
2011M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.53
2011M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2011M07,Vísitala neysluverðs,Vísitala,379.9
2011M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.11
2011M07,Vísitala neysluverðs,"Ársbreyting, %",5
2011M07,Vísitala neysluverðs án húsnæðis,Vísitala,359.9
2011M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.22
2011M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2011M08,Vísitala neysluverðs,Vísitala,380.9
2011M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.26
2011M08,Vísitala neysluverðs,"Ársbreyting, %",5
2011M08,Vísitala neysluverðs án húsnæðis,Vísitala,361.2
2011M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2011M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2011M09,Vísitala neysluverðs,Vísitala,383.3
2011M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.63
2011M09,Vísitala neysluverðs,"Ársbreyting, %",5.7
2011M09,Vísitala neysluverðs án húsnæðis,Vísitala,363.9
2011M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.75
2011M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.5
2011M10,Vísitala neysluverðs,Vísitala,384.6
2011M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2011M10,Vísitala neysluverðs,"Ársbreyting, %",5.3
2011M10,Vísitala neysluverðs án húsnæðis,Vísitala,365
2011M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.3
2011M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5
2011M11,Vísitala neysluverðs,Vísitala,384.6
2011M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2011M11,Vísitala neysluverðs,"Ársbreyting, %",5.2
2011M11,Vísitala neysluverðs án húsnæðis,Vísitala,364.4
2011M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.16
2011M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2011M12,Vísitala neysluverðs,Vísitala,386
2011M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2011M12,Vísitala neysluverðs,"Ársbreyting, %",5.3
2011M12,Vísitala neysluverðs án húsnæðis,Vísitala,365.7
2011M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2011M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.6
2012M01,Vísitala neysluverðs,Vísitala,387.1
2012M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.28
2012M01,Vísitala neysluverðs,"Ársbreyting, %",6.5
2012M01,Vísitala neysluverðs án húsnæðis,Vísitala,365.9
2012M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.05
2012M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.7
2012M02,Vísitala neysluverðs,Vísitala,391
2012M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.01
2012M02,Vísitala neysluverðs,"Ársbreyting, %",6.3
2012M02,Vísitala neysluverðs án húsnæðis,Vísitala,371.1
2012M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.42
2012M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6
2012M03,Vísitala neysluverðs,Vísitala,395.1
2012M03,Vísitala neysluverðs,"Mánaðarbreyting, %",1.05
2012M03,Vísitala neysluverðs,"Ársbreyting, %",6.4
2012M03,Vísitala neysluverðs án húsnæðis,Vísitala,375.9
2012M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.29
2012M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.2
2012M04,Vísitala neysluverðs,Vísitala,398.2
2012M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.78
2012M04,Vísitala neysluverðs,"Ársbreyting, %",6.4
2012M04,Vísitala neysluverðs án húsnæðis,Vísitala,378.7
2012M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.74
2012M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",6.3
2012M05,Vísitala neysluverðs,Vísitala,398.1
2012M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.03
2012M05,Vísitala neysluverðs,"Ársbreyting, %",5.4
2012M05,Vísitala neysluverðs án húsnæðis,Vísitala,378.4
2012M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.08
2012M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.5
2012M06,Vísitala neysluverðs,Vísitala,400.1
2012M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.5
2012M06,Vísitala neysluverðs,"Ársbreyting, %",5.4
2012M06,Vísitala neysluverðs án húsnæðis,Vísitala,380.7
2012M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.61
2012M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.5
2012M07,Vísitala neysluverðs,Vísitala,397.2
2012M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.72
2012M07,Vísitala neysluverðs,"Ársbreyting, %",4.6
2012M07,Vísitala neysluverðs án húsnæðis,Vísitala,376.9
2012M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-1
2012M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2012M08,Vísitala neysluverðs,Vísitala,396.6
2012M08,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.15
2012M08,Vísitala neysluverðs,"Ársbreyting, %",4.1
2012M08,Vísitala neysluverðs án húsnæðis,Vísitala,376.6
2012M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.08
2012M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.3
2012M09,Vísitala neysluverðs,Vísitala,399.6
2012M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.76
2012M09,Vísitala neysluverðs,"Ársbreyting, %",4.3
2012M09,Vísitala neysluverðs án húsnæðis,Vísitala,380.3
2012M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.98
2012M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.5
2012M10,Vísitala neysluverðs,Vísitala,400.7
2012M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.28
2012M10,Vísitala neysluverðs,"Ársbreyting, %",4.2
2012M10,Vísitala neysluverðs án húsnæðis,Vísitala,382.1
2012M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.47
2012M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.7
2012M11,Vísitala neysluverðs,Vísitala,402
2012M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.32
2012M11,Vísitala neysluverðs,"Ársbreyting, %",4.5
2012M11,Vísitala neysluverðs án húsnæðis,Vísitala,383.5
2012M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.37
2012M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.2
2012M12,Vísitala neysluverðs,Vísitala,402.2
2012M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.05
2012M12,Vísitala neysluverðs,"Ársbreyting, %",4.2
2012M12,Vísitala neysluverðs án húsnæðis,Vísitala,383.3
2012M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.05
2012M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.8
2013M01,Vísitala neysluverðs,Vísitala,403.3
2013M01,Vísitala neysluverðs,"Mánaðarbreyting, %",0.27
2013M01,Vísitala neysluverðs,"Ársbreyting, %",4.2
2013M01,Vísitala neysluverðs án húsnæðis,Vísitala,384.1
2013M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.21
2013M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5
2013M02,Vísitala neysluverðs,Vísitala,409.9
2013M02,Vísitala neysluverðs,"Mánaðarbreyting, %",1.64
2013M02,Vísitala neysluverðs,"Ársbreyting, %",4.8
2013M02,Vísitala neysluverðs án húsnæðis,Vísitala,391.9
2013M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",2.03
2013M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",5.6
2013M03,Vísitala neysluverðs,Vísitala,410.7
2013M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.2
2013M03,Vísitala neysluverðs,"Ársbreyting, %",3.9
2013M03,Vísitala neysluverðs án húsnæðis,Vísitala,392.5
2013M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.15
2013M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.4
2013M04,Vísitala neysluverðs,Vísitala,411.5
2013M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.19
2013M04,Vísitala neysluverðs,"Ársbreyting, %",3.3
2013M04,Vísitala neysluverðs án húsnæðis,Vísitala,392
2013M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.13
2013M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.5
2013M05,Vísitala neysluverðs,Vísitala,411.3
2013M05,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.05
2013M05,Vísitala neysluverðs,"Ársbreyting, %",3.3
2013M05,Vísitala neysluverðs án húsnæðis,Vísitala,391.3
2013M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.18
2013M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.4
2013M06,Vísitala neysluverðs,Vísitala,413.5
2013M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.53
2013M06,Vísitala neysluverðs,"Ársbreyting, %",3.3
2013M06,Vísitala neysluverðs án húsnæðis,Vísitala,393.6
2013M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.59
2013M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.4
2013M07,Vísitala neysluverðs,Vísitala,412.4
2013M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.27
2013M07,Vísitala neysluverðs,"Ársbreyting, %",3.8
2013M07,Vísitala neysluverðs án húsnæðis,Vísitala,391.2
2013M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.61
2013M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.8
2013M08,Vísitala neysluverðs,Vísitala,413.8
2013M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2013M08,Vísitala neysluverðs,"Ársbreyting, %",4.3
2013M08,Vísitala neysluverðs án húsnæðis,Vísitala,392.6
2013M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.36
2013M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",4.2
2013M09,Vísitala neysluverðs,Vísitala,415.2
2013M09,Vísitala neysluverðs,"Mánaðarbreyting, %",0.34
2013M09,Vísitala neysluverðs,"Ársbreyting, %",3.9
2013M09,Vísitala neysluverðs án húsnæðis,Vísitala,394.2
2013M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.41
2013M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.7
2013M10,Vísitala neysluverðs,Vísitala,415.2
2013M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0
2013M10,Vísitala neysluverðs,"Ársbreyting, %",3.6
2013M10,Vísitala neysluverðs án húsnæðis,Vísitala,393.7
2013M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.13
2013M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3
2013M11,Vísitala neysluverðs,Vísitala,416.7
2013M11,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2013M11,Vísitala neysluverðs,"Ársbreyting, %",3.7
2013M11,Vísitala neysluverðs án húsnæðis,Vísitala,394.5
2013M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.2
2013M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",2.9
2013M12,Vísitala neysluverðs,Vísitala,418.9
2013M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.53
2013M12,Vísitala neysluverðs,"Ársbreyting, %",4.2
2013M12,Vísitala neysluverðs án húsnæðis,Vísitala,395.8
2013M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.33
2013M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",3.3
2014M01,Vísitala neysluverðs,Vísitala,415.9
2014M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.72
2014M01,Vísitala neysluverðs,"Ársbreyting, %",3.1
2014M01,Vísitala neysluverðs án húsnæðis,Vísitala,391.5
2014M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-1.09
2014M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.9
2014M02,Vísitala neysluverðs,Vísitala,418.7
2014M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.67
2014M02,Vísitala neysluverðs,"Ársbreyting, %",2.1
2014M02,Vísitala neysluverðs án húsnæðis,Vísitala,394.9
2014M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.87
2014M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.8
2014M03,Vísitala neysluverðs,Vísitala,419.7
2014M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.24
2014M03,Vísitala neysluverðs,"Ársbreyting, %",2.2
2014M03,Vísitala neysluverðs án húsnæðis,Vísitala,395.8
2014M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.23
2014M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.8
2014M04,Vísitala neysluverðs,Vísitala,421
2014M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.31
2014M04,Vísitala neysluverðs,"Ársbreyting, %",2.3
2014M04,Vísitala neysluverðs án húsnæðis,Vísitala,396
2014M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.05
2014M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1
2014M05,Vísitala neysluverðs,Vísitala,421.3
2014M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.07
2014M05,Vísitala neysluverðs,"Ársbreyting, %",2.4
2014M05,Vísitala neysluverðs án húsnæðis,Vísitala,395.7
2014M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.08
2014M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.1
2014M06,Vísitala neysluverðs,Vísitala,422.8
2014M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.36
2014M06,Vísitala neysluverðs,"Ársbreyting, %",2.2
2014M06,Vísitala neysluverðs án húsnæðis,Vísitala,397.6
2014M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.48
2014M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1
2014M07,Vísitala neysluverðs,Vísitala,422.1
2014M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.17
2014M07,Vísitala neysluverðs,"Ársbreyting, %",2.4
2014M07,Vísitala neysluverðs án húsnæðis,Vísitala,396.7
2014M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.23
2014M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.4
2014M08,Vísitala neysluverðs,Vísitala,423.1
2014M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.24
2014M08,Vísitala neysluverðs,"Ársbreyting, %",2.2
2014M08,Vísitala neysluverðs án húsnæðis,Vísitala,397.4
2014M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.18
2014M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",1.2
2014M09,Vísitala neysluverðs,Vísitala,422.6
2014M09,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.12
2014M09,Vísitala neysluverðs,"Ársbreyting, %",1.8
2014M09,Vísitala neysluverðs án húsnæðis,Vísitala,395.7
2014M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.43
2014M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.4
2014M10,Vísitala neysluverðs,Vísitala,423.2
2014M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.14
2014M10,Vísitala neysluverðs,"Ársbreyting, %",1.9
2014M10,Vísitala neysluverðs án húsnæðis,Vísitala,395.8
2014M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.03
2014M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.5
2014M11,Vísitala neysluverðs,Vísitala,421
2014M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.52
2014M11,Vísitala neysluverðs,"Ársbreyting, %",1
2014M11,Vísitala neysluverðs án húsnæðis,Vísitala,393.4
2014M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.61
2014M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.3
2014M12,Vísitala neysluverðs,Vísitala,422.3
2014M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.31
2014M12,Vísitala neysluverðs,"Ársbreyting, %",0.8
2014M12,Vísitala neysluverðs án húsnæðis,Vísitala,394.3
2014M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.23
2014M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.4
2015M01,Vísitala neysluverðs,Vísitala,419.3
2015M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.71
2015M01,Vísitala neysluverðs,"Ársbreyting, %",0.8
2015M01,Vísitala neysluverðs án húsnæðis,Vísitala,389.2
2015M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-1.29
2015M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.6
2015M02,Vísitala neysluverðs,Vísitala,422.1
2015M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.67
2015M02,Vísitala neysluverðs,"Ársbreyting, %",0.8
2015M02,Vísitala neysluverðs án húsnæðis,Vísitala,391.4
2015M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.57
2015M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.9
2015M03,Vísitala neysluverðs,Vísitala,426.4
2015M03,Vísitala neysluverðs,"Mánaðarbreyting, %",1.02
2015M03,Vísitala neysluverðs,"Ársbreyting, %",1.6
2015M03,Vísitala neysluverðs án húsnæðis,Vísitala,395.4
2015M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",1.02
2015M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.1
2015M04,Vísitala neysluverðs,Vísitala,427
2015M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.14
2015M04,Vísitala neysluverðs,"Ársbreyting, %",1.4
2015M04,Vísitala neysluverðs án húsnæðis,Vísitala,395.6
2015M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.05
2015M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.1
2015M05,Vísitala neysluverðs,Vísitala,428.2
2015M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.28
2015M05,Vísitala neysluverðs,"Ársbreyting, %",1.6
2015M05,Vísitala neysluverðs án húsnæðis,Vísitala,396.8
2015M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.3
2015M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2015M06,Vísitala neysluverðs,Vísitala,429.3
2015M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.26
2015M06,Vísitala neysluverðs,"Ársbreyting, %",1.5
2015M06,Vísitala neysluverðs án húsnæðis,Vísitala,398.2
2015M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.35
2015M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.2
2015M07,Vísitala neysluverðs,Vísitala,430
2015M07,Vísitala neysluverðs,"Mánaðarbreyting, %",0.16
2015M07,Vísitala neysluverðs,"Ársbreyting, %",1.9
2015M07,Vísitala neysluverðs án húsnæðis,Vísitala,398.3
2015M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.03
2015M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.4
2015M08,Vísitala neysluverðs,Vísitala,432.3
2015M08,Vísitala neysluverðs,"Mánaðarbreyting, %",0.53
2015M08,Vísitala neysluverðs,"Ársbreyting, %",2.2
2015M08,Vísitala neysluverðs án húsnæðis,Vísitala,400.3
2015M08,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.5
2015M08,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2015M09,Vísitala neysluverðs,Vísitala,430.6
2015M09,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.39
2015M09,Vísitala neysluverðs,"Ársbreyting, %",1.9
2015M09,Vísitala neysluverðs án húsnæðis,Vísitala,397.8
2015M09,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.62
2015M09,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.5
2015M10,Vísitala neysluverðs,Vísitala,430.9
2015M10,Vísitala neysluverðs,"Mánaðarbreyting, %",0.07
2015M10,Vísitala neysluverðs,"Ársbreyting, %",1.8
2015M10,Vísitala neysluverðs án húsnæðis,Vísitala,397
2015M10,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.2
2015M10,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2015M11,Vísitala neysluverðs,Vísitala,429.4
2015M11,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.35
2015M11,Vísitala neysluverðs,"Ársbreyting, %",2
2015M11,Vísitala neysluverðs án húsnæðis,Vísitala,394.7
2015M11,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.58
2015M11,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2015M12,Vísitala neysluverðs,Vísitala,430.8
2015M12,Vísitala neysluverðs,"Mánaðarbreyting, %",0.33
2015M12,Vísitala neysluverðs,"Ársbreyting, %",2
2015M12,Vísitala neysluverðs án húsnæðis,Vísitala,395.8
2015M12,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.28
2015M12,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.4
2016M01,Vísitala neysluverðs,Vísitala,428.3
2016M01,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.58
2016M01,Vísitala neysluverðs,"Ársbreyting, %",2.1
2016M01,Vísitala neysluverðs án húsnæðis,Vísitala,391.6
2016M01,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-1.06
2016M01,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.6
2016M02,Vísitala neysluverðs,Vísitala,431.2
2016M02,Vísitala neysluverðs,"Mánaðarbreyting, %",0.68
2016M02,Vísitala neysluverðs,"Ársbreyting, %",2.2
2016M02,Vísitala neysluverðs án húsnæðis,Vísitala,394.3
2016M02,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.69
2016M02,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.7
2016M03,Vísitala neysluverðs,Vísitala,432.8
2016M03,Vísitala neysluverðs,"Mánaðarbreyting, %",0.37
2016M03,Vísitala neysluverðs,"Ársbreyting, %",1.5
2016M03,Vísitala neysluverðs án húsnæðis,Vísitala,396.1
2016M03,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.46
2016M03,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.2
2016M04,Vísitala neysluverðs,Vísitala,433.7
2016M04,Vísitala neysluverðs,"Mánaðarbreyting, %",0.21
2016M04,Vísitala neysluverðs,"Ársbreyting, %",1.6
2016M04,Vísitala neysluverðs án húsnæðis,Vísitala,396.5
2016M04,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2016M04,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.2
2016M05,Vísitala neysluverðs,Vísitala,435.5
2016M05,Vísitala neysluverðs,"Mánaðarbreyting, %",0.42
2016M05,Vísitala neysluverðs,"Ársbreyting, %",1.7
2016M05,Vísitala neysluverðs án húsnæðis,Vísitala,397.8
2016M05,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.33
2016M05,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0.3
2016M06,Vísitala neysluverðs,Vísitala,436.3
2016M06,Vísitala neysluverðs,"Mánaðarbreyting, %",0.18
2016M06,Vísitala neysluverðs,"Ársbreyting, %",1.6
2016M06,Vísitala neysluverðs án húsnæðis,Vísitala,398.2
2016M06,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",0.1
2016M06,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",0
2016M07,Vísitala neysluverðs,Vísitala,434.9
2016M07,Vísitala neysluverðs,"Mánaðarbreyting, %",-0.32
2016M07,Vísitala neysluverðs,"Ársbreyting, %",1.1
2016M07,Vísitala neysluverðs án húsnæðis,Vísitala,396
2016M07,Vísitala neysluverðs án húsnæðis,"Mánaðarbreyting, %",-0.55
2016M07,Vísitala neysluverðs án húsnæðis,"Ársbreyting, %",-0.6
